,id,pid,ms_subclass,ms_zoning,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,exterior_qc,basment_qc,overall_qc,garage_qc,mo_yr_sold,garage_car_area,gr_area_rooms,gr_bed_bath,overall_qual_gr_area,overall_qc_gr_area
48,132,534475100,20,RL,9920,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,3,3,CBlock,3.0,3.0,1.0,3.0,354.0,2.0,290.0,412.0,1056.0,GasA,3,1,4,1063,0,0,1063,1.0,0.0,1,0,3,1,3,6,7,0,0.0,0.0,1.0,280.0,3.0,3.0,2,0,0,164,0,0,0,0.0,3.0,0,2,2010,WD ,128000,9,9.0,25,9.0,4020,280.0,6378,3,5315,26575
49,1078,528188090,160,RL,2448,Pave,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,764.0,764.0,GasA,5,1,4,764,862,0,1626,0.0,0.0,2,1,2,1,4,6,7,0,0.0,0.0,2.0,474.0,3.0,3.0,2,0,27,0,0,0,0,0.0,0.0,0,10,2008,WD ,155000,12,12.0,35,9.0,20080,948.0,9756,4,11382,56910
50,2511,533221080,160,FV,2998,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,4,3,PConc,4.0,3.0,1.0,6.0,353.0,1.0,0.0,403.0,756.0,GasA,5,1,4,768,756,0,1524,0.0,0.0,2,1,2,1,4,4,7,0,0.0,1.0,2.0,440.0,3.0,3.0,2,0,32,0,0,0,0,0.0,0.0,0,6,2006,WD ,166000,12,12.0,30,9.0,12036,880.0,6096,4,9144,45720
51,912,909250220,50,RL,7804,Pave,3,Lvl,3,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,3,3,BrkTil,3.0,3.0,1.0,4.0,622.0,1.0,0.0,500.0,1122.0,GasA,3,1,4,1328,653,0,1981,1.0,0.0,2,0,4,1,4,7,5,2,3.0,1.0,2.0,576.0,3.0,3.0,2,431,44,0,0,0,0,0.0,3.0,0,12,2009,WD ,135000,9,9.0,12,9.0,24108,1152.0,13867,8,7924,23772
52,2351,527356020,60,RL,16692,Pave,2,Lvl,3,Inside,2,NWAmes,RRAn,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184.0,3,3,CBlock,4.0,3.0,1.0,4.0,790.0,2.0,469.0,133.0,1392.0,GasA,3,1,4,1392,1392,0,2784,1.0,0.0,3,1,5,1,4,12,7,2,3.0,0.0,2.0,564.0,3.0,3.0,2,0,112,0,0,440,519,2.0,3.0,2000,7,2006,WD ,250000,9,12.0,35,9.0,14042,1128.0,33408,15,19488,97440
53,330,923226250,160,RM,1476,Pave,3,Lvl,3,Inside,2,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3.0,3.0,1.0,6.0,176.0,1.0,0.0,370.0,546.0,GasA,5,1,4,546,546,0,1092,0.0,0.0,1,1,3,1,3,5,7,0,0.0,0.0,0.0,0.0,0.0,0.0,2,200,26,0,0,0,0,0.0,0.0,0,3,2010,WD ,76000,9,9.0,28,0.0,6030,0.0,5460,3,4368,30576
54,2586,535305120,20,RL,10170,Pave,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,216.0,216.0,GasA,3,1,4,1575,0,0,1575,0.0,0.0,1,1,2,1,4,5,7,1,4.0,1.0,2.0,400.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,6,2006,WD ,155000,9,9.0,36,9.0,12036,800.0,7875,2,9450,56700
55,224,905106140,60,RL,9364,Pave,3,Lvl,3,Corner,2,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,3,3,CBlock,3.0,3.0,1.0,5.0,371.0,1.0,0.0,292.0,663.0,GasA,3,1,4,663,689,0,1352,0.0,0.0,1,1,4,1,3,7,7,0,0.0,3.0,1.0,299.0,3.0,3.0,2,379,36,0,0,0,0,0.0,3.0,0,3,2010,WD ,158000,9,9.0,42,9.0,6030,299.0,9464,4,8112,56784
56,98,533212020,160,FV,2544,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,368.0,5.0,42.0,190.0,600.0,GasA,5,1,4,600,600,0,1200,1.0,0.0,2,1,2,1,4,4,7,0,0.0,0.0,2.0,480.0,3.0,3.0,2,0,172,0,0,0,0,0.0,0.0,0,2,2010,WD ,149500,12,12.0,35,9.0,4020,960.0,4800,4,8400,42000
57,2565,534479300,20,RL,9888,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,4.0,486.0,1.0,0.0,450.0,936.0,GasA,3,1,3,936,0,0,936,0.0,0.0,1,0,2,1,3,5,7,0,0.0,1.0,1.0,240.0,3.0,3.0,2,0,0,160,0,0,0,0.0,3.0,0,3,2006,WD ,121000,12,9.0,30,9.0,6018,240.0,4680,2,4680,28080
58,1934,535304170,20,RL,7942,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,85.0,5.0,955.0,0.0,1040.0,GasA,3,1,2,1040,0,0,1040,0.0,1.0,1,0,3,1,3,6,7,0,0.0,3.0,1.0,293.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,0,6,2007,WD ,136000,9,9.0,42,9.0,12042,293.0,6240,3,6240,43680
59,997,527107010,60,RL,15038,Pave,1,Lvl,3,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,1.0,3.0,138.0,1.0,0.0,778.0,916.0,GasA,4,1,4,916,720,0,1636,0.0,0.0,2,1,3,1,3,7,7,1,3.0,3.0,2.0,386.0,3.0,3.0,2,168,84,0,0,0,0,0.0,0.0,0,11,2008,WD ,173000,9,12.0,30,9.0,22088,772.0,11452,6,9816,49080
60,64,528382020,60,RL,11764,Pave,2,Lvl,3,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,4,3,PConc,4.0,3.0,1.0,6.0,524.0,1.0,0.0,628.0,1152.0,GasA,5,1,4,1164,1106,0,2270,0.0,0.0,2,1,4,1,4,9,7,1,4.0,3.0,3.0,671.0,3.0,3.0,2,132,57,0,0,0,0,0.0,0.0,0,4,2010,WD ,290000,12,12.0,56,9.0,8040,2013.0,20430,8,18160,127120
61,1799,528458130,60,FV,9000,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,3.0,6.0,64.0,1.0,0.0,1120.0,1184.0,GasA,5,1,4,1184,1426,0,2610,0.0,0.0,2,1,4,1,5,11,7,1,4.0,3.0,2.0,550.0,3.0,3.0,2,208,364,0,0,0,0,0.0,0.0,0,8,2007,New,303477,12,12.0,40,9.0,16056,1100.0,28710,8,20880,104400
62,230,905109170,20,RL,20062,Pave,2,Low,3,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,4.0,3.0,4.0,5.0,1092.0,1.0,0.0,328.0,1420.0,GasA,4,1,4,1483,0,0,1483,1.0,0.0,1,1,1,1,3,4,7,2,3.0,0.0,2.0,690.0,3.0,3.0,2,496,0,0,0,0,0,0.0,0.0,0,4,2010,WD ,270000,16,12.0,49,9.0,8040,1380.0,5932,1,10381,72667
63,1295,902109160,50,RM,7308,Pave,3,Lvl,3,Corner,2,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,BrkTil,3.0,3.0,1.0,3.0,360.0,1.0,0.0,576.0,936.0,GasA,4,0,3,960,780,0,1740,0.0,0.0,1,0,2,1,5,6,7,1,4.0,1.0,1.0,225.0,2.0,2.0,0,0,0,236,0,0,0,0.0,0.0,0,6,2008,WD ,122250,4,9.0,25,4.0,12048,225.0,10440,2,8700,43500
64,638,535178120,20,RL,8750,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,172.0,2.0,483.0,727.0,1382.0,GasA,4,1,3,1382,0,0,1382,0.0,1.0,1,0,3,1,4,6,7,0,0.0,1.0,1.0,350.0,3.0,3.0,2,280,0,0,0,0,0,0.0,2.0,0,7,2009,WD ,153000,9,9.0,25,9.0,14063,350.0,8292,3,6910,34550
65,2278,923202134,20,RL,8402,Pave,3,Lvl,3,Inside,2,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,5.0,206.0,1.0,0.0,914.0,1120.0,GasA,5,1,4,1120,0,0,1120,0.0,0.0,1,0,3,1,3,6,7,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,30,0,0,0,0,0.0,0.0,0,12,2007,New,147000,9,12.0,25,0.0,24084,0.0,6720,3,5600,28000
66,2202,909252150,70,RL,4000,Pave,3,Lvl,3,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4.0,3.0,1.0,6.0,246.0,1.0,0.0,285.0,531.0,GasA,3,1,4,567,531,0,1098,1.0,0.0,1,0,2,1,3,5,7,1,4.0,1.0,1.0,216.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,0,6,2007,WD ,148500,9,12.0,56,9.0,12042,216.0,5490,2,7686,61488
67,2833,908188150,160,RM,3363,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,976.0,976.0,GasA,5,1,4,976,732,0,1708,0.0,0.0,2,0,3,1,4,7,3,0,0.0,1.0,2.0,380.0,3.0,3.0,2,0,40,0,0,0,0,0.0,0.0,0,4,2006,WD ,130000,12,12.0,35,9.0,8024,760.0,11956,6,11956,59780
68,1707,528150040,20,RL,13615,Pave,2,HLS,3,Corner,1,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,5,3,PConc,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1802.0,1802.0,GasA,5,1,4,1802,0,0,1802,0.0,0.0,2,1,3,1,5,7,7,1,4.0,3.0,3.0,843.0,3.0,3.0,2,158,105,0,0,0,0,0.0,0.0,0,6,2007,WD ,372000,15,15.0,45,9.0,12042,2529.0,12614,6,16218,81090
69,2428,528228565,120,RL,3013,Pave,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,4,3,PConc,4.0,3.0,4.0,6.0,16.0,1.0,0.0,1346.0,1362.0,GasA,5,1,4,1506,0,0,1506,0.0,0.0,2,0,2,1,4,6,7,1,4.0,3.0,2.0,440.0,3.0,3.0,2,142,20,0,0,0,0,0.0,0.0,0,4,2006,WD ,213490,12,12.0,35,9.0,8024,880.0,9036,4,10542,52710
70,242,905453080,20,RL,17485,Pave,1,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,4,3,PConc,4.0,3.0,4.0,6.0,1346.0,1.0,0.0,162.0,1508.0,GasA,5,1,4,1508,0,0,1508,1.0,0.0,1,0,1,1,4,5,7,2,3.0,0.0,2.0,572.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,1,2010,Con,308030,12,12.0,35,9.0,2010,1144.0,7540,1,10556,52780
71,1564,914453045,20,RL,23730,Pave,1,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,4,3,PConc,5.0,3.0,2.0,6.0,700.0,1.0,0.0,1140.0,1840.0,GasA,5,1,4,2032,0,0,2032,1.0,0.0,3,0,3,1,4,7,7,0,0.0,3.0,3.0,786.0,3.0,3.0,2,0,46,192,0,0,0,0.0,0.0,0,9,2008,WD ,300000,12,15.0,35,9.0,18072,2358.0,14224,9,14224,71120
72,2613,535403150,20,RL,8910,Pave,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,2.0,5.0,655.0,1.0,0.0,0.0,655.0,GasA,5,1,4,1194,0,0,1194,0.0,1.0,1,0,3,1,3,6,7,1,2.0,3.0,2.0,539.0,3.0,3.0,2,0,0,192,0,0,0,0.0,0.0,0,7,2006,WD ,159500,9,9.0,36,9.0,14042,1078.0,7164,3,7164,42984
73,2832,908188140,160,RM,2522,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,970.0,970.0,GasA,5,1,4,970,739,0,1709,0.0,0.0,2,0,3,1,4,7,3,0,0.0,1.0,2.0,380.0,3.0,3.0,2,0,40,0,0,0,0,0.0,0.0,0,4,2006,WD ,137500,12,12.0,35,9.0,8024,760.0,11963,6,11963,59815
74,2459,528439030,20,RL,8688,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1616.0,1616.0,GasA,5,1,4,1616,0,0,1616,0.0,0.0,2,0,3,1,4,7,7,0,0.0,0.0,3.0,834.0,3.0,3.0,2,208,59,0,0,0,0,0.0,0.0,0,4,2006,WD ,232000,12,12.0,35,9.0,8024,2502.0,11312,6,11312,56560
75,1360,903452025,30,RM,6291,Grvl,2,Lvl,3,Inside,2,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0.0,4,4,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,768.0,768.0,GasA,3,1,4,768,0,0,768,0.0,0.0,1,0,1,1,3,4,7,0,0.0,1.0,2.0,440.0,3.0,3.0,0,0,0,84,0,0,0,0.0,0.0,0,7,2008,WD ,93850,16,9.0,36,9.0,14056,880.0,3072,1,4608,27648
76,2723,905200380,30,RL,17529,Pave,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,Stone,65.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,872.0,872.0,GasA,2,0,2,872,0,0,872,0.0,0.0,1,0,2,1,2,5,4,1,4.0,1.0,1.0,322.0,2.0,2.0,0,0,0,116,0,0,0,0.0,0.0,0,4,2006,WD ,105000,9,9.0,25,4.0,8024,322.0,4360,2,4360,21800
77,1350,903235100,30,RM,6324,Pave,2,Lvl,3,Inside,2,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,520.0,520.0,GasA,2,0,4,520,0,0,520,0.0,0.0,1,0,1,1,2,4,7,0,0.0,1.0,1.0,240.0,2.0,3.0,2,49,0,87,0,0,0,0.0,0.0,0,5,2008,WD ,68500,9,9.0,24,6.0,10040,240.0,2080,1,2080,12480
78,136,535106190,90,RL,11600,Pave,3,Lvl,3,Corner,2,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,3,3,CBlock,3.0,3.0,1.0,3.0,443.0,1.0,0.0,662.0,1105.0,GasA,3,1,3,1105,1169,0,2274,0.0,0.0,2,0,5,2,3,12,7,0,0.0,1.0,2.0,480.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,0,1,2010,WD ,154300,9,9.0,25,9.0,2010,960.0,27288,10,11370,56850
79,2235,910201050,50,RM,7288,Pave,3,Lvl,3,Inside,2,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,BrkTil,3.0,1.0,1.0,1.0,0.0,1.0,0.0,936.0,936.0,GasA,5,1,4,936,665,0,1601,0.0,0.0,2,0,3,1,3,6,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,176,0,0,0.0,0.0,0,9,2007,WD ,129850,16,3.0,35,0.0,18063,0.0,9606,6,8005,56035
80,1993,902301130,70,RM,4571,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,4.0,168.0,1.0,0.0,448.0,616.0,GasA,5,1,4,616,616,0,1232,0.0,0.0,1,0,3,1,3,6,7,0,0.0,1.0,2.0,480.0,2.0,2.0,2,280,0,143,0,0,0,0.0,0.0,0,6,2007,WD ,114000,9,9.0,35,4.0,12042,960.0,7392,3,6160,43120
81,367,527214050,20,RL,17423,Pave,2,Lvl,3,CulDSac,2,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,5,3,PConc,5.0,3.0,1.0,6.0,1904.0,1.0,0.0,312.0,2216.0,GasA,5,1,4,2234,0,0,2234,1.0,0.0,2,0,1,1,5,9,7,1,4.0,3.0,3.0,1166.0,3.0,3.0,2,0,60,0,0,0,0,0.0,0.0,0,7,2009,New,501837,15,15.0,45,9.0,14063,3498.0,20106,2,20106,100530
82,1309,902300215,50,RM,12665,Pave,2,Lvl,3,Inside,2,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,2.0,1.0,0.0,1.0,0.0,876.0,876.0,GasA,4,1,4,876,540,0,1416,0.0,0.0,1,1,4,1,3,7,7,1,4.0,1.0,3.0,720.0,3.0,3.0,2,418,0,194,0,0,0,0.0,0.0,0,6,2008,WD ,153900,9,9.0,40,9.0,12048,2160.0,9912,4,7080,56640
83,402,527425110,20,RL,9000,Pave,3,Lvl,3,FR2,2,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,5.0,240.0,1.0,0.0,624.0,864.0,GasA,4,1,4,864,0,0,864,0.0,0.0,1,0,3,1,3,5,7,0,0.0,1.0,2.0,576.0,3.0,3.0,2,200,0,0,0,0,0,0.0,2.0,0,7,2009,WD ,130000,12,9.0,28,9.0,14063,1152.0,4320,3,3456,24192
84,1592,923203140,120,RM,4500,Pave,3,Lvl,3,FR2,2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,3,3,PConc,5.0,3.0,1.0,6.0,864.0,1.0,0.0,325.0,1189.0,GasA,5,1,4,1189,0,0,1189,1.0,0.0,2,0,2,1,3,4,7,0,0.0,0.0,2.0,392.0,3.0,3.0,2,0,122,0,0,0,0,0.0,0.0,0,4,2008,WD ,160500,9,15.0,30,9.0,8032,784.0,4756,4,7134,35670
85,2409,528186110,120,RL,6373,Pave,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572.0,5,3,PConc,5.0,4.0,1.0,6.0,415.0,1.0,0.0,1251.0,1666.0,GasA,5,1,4,1666,0,0,1666,1.0,0.0,2,0,2,1,4,6,7,1,4.0,0.0,2.0,575.0,3.0,3.0,2,228,75,0,0,0,0,0.0,0.0,0,6,2006,New,310090,15,20.0,45,9.0,12036,1150.0,9996,4,14994,74970
87,1940,535327200,20,RL,13300,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4.0,3.0,1.0,3.0,377.0,1.0,0.0,551.0,928.0,GasA,3,1,4,928,0,0,928,0.0,0.0,1,0,2,1,3,4,7,0,0.0,1.0,1.0,252.0,3.0,3.0,2,261,0,156,0,0,0,0.0,0.0,0,6,2007,WD ,132000,9,12.0,35,9.0,12042,252.0,3712,2,4640,32480
88,588,534129370,20,RL,9600,Pave,3,Lvl,3,Inside,2,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,3,3,CBlock,4.0,3.0,2.0,5.0,553.0,3.0,147.0,588.0,1288.0,GasA,3,1,4,1336,0,0,1336,0.0,1.0,2,0,3,1,3,6,7,1,2.0,0.0,2.0,502.0,3.0,3.0,2,312,11,0,0,0,0,0.0,0.0,650,8,2009,WD ,163000,9,12.0,25,9.0,16072,1004.0,8016,6,6680,33400
89,96,533210060,160,FV,3215,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,4,3,PConc,4.0,3.0,3.0,6.0,280.0,1.0,0.0,320.0,600.0,GasA,5,1,4,600,600,0,1200,0.0,0.0,2,1,2,1,4,4,7,0,0.0,0.0,2.0,480.0,3.0,3.0,2,0,172,0,0,0,0,0.0,0.0,0,4,2010,ConLD,155000,12,12.0,35,9.0,8040,960.0,4800,4,8400,42000
90,1187,534127210,80,RL,11104,Pave,2,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,3.0,6.0,828.0,1.0,0.0,599.0,1427.0,GasA,4,1,4,1427,0,0,1427,0.0,1.0,2,0,4,1,3,7,7,0,0.0,0.0,2.0,516.0,3.0,3.0,2,0,0,0,0,216,0,0.0,0.0,0,5,2008,WD ,183000,9,9.0,36,9.0,10040,1032.0,9989,8,8562,51372
91,2154,907280090,60,RL,15295,Pave,0,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,254.0,4,3,PConc,4.0,3.0,2.0,6.0,762.0,1.0,0.0,98.0,860.0,GasA,5,1,4,1212,780,0,1992,1.0,0.0,2,1,3,1,4,7,5,2,3.0,0.0,2.0,608.0,3.0,3.0,2,225,32,0,0,0,0,0.0,0.0,0,6,2007,WD ,211000,12,12.0,35,9.0,12042,1216.0,13944,6,13944,69720
92,550,531452260,60,RL,9109,Pave,3,Lvl,3,Inside,2,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,2.0,36.0,6.0,596.0,122.0,754.0,GasA,5,1,4,754,786,0,1540,1.0,0.0,2,1,3,1,4,6,7,0,0.0,0.0,2.0,495.0,3.0,3.0,2,140,32,0,0,0,0,0.0,0.0,0,10,2009,WD ,184000,12,12.0,35,9.0,20090,990.0,9240,6,10780,53900
93,811,906226100,90,RL,7018,Pave,3,Bnk,3,Inside,2,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,3,1,4,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,7,0,0.0,1.0,2.0,400.0,3.0,3.0,2,0,0,0,0,0,0,0.0,4.0,0,6,2009,WD ,118858,9,0.0,25,9.0,12054,800.0,12280,8,7675,38375
94,124,534403410,80,RL,14112,Pave,2,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,3,3,PConc,3.0,3.0,3.0,6.0,1014.0,1.0,0.0,138.0,1152.0,GasA,3,1,4,1152,0,0,1152,1.0,0.0,1,0,3,1,3,6,7,1,4.0,0.0,2.0,484.0,3.0,3.0,2,227,0,0,0,0,0,0.0,0.0,0,4,2010,WD ,180500,9,9.0,35,9.0,8040,968.0,6912,3,5760,40320
95,1836,533206060,120,FV,3523,Pave,2,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,4,3,PConc,4.0,3.0,1.0,6.0,60.0,1.0,0.0,1081.0,1141.0,GasA,5,1,4,1151,0,0,1151,1.0,0.0,2,0,2,1,4,5,7,0,0.0,3.0,2.0,484.0,3.0,3.0,2,0,60,0,0,0,0,0.0,0.0,0,2,2007,New,166000,12,12.0,40,9.0,4014,968.0,5755,4,9208,46040
96,779,905200350,80,RL,15312,Pave,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,3,3,CBlock,3.0,3.0,3.0,4.0,588.0,1.0,0.0,550.0,1138.0,GasA,5,1,4,1138,0,0,1138,0.0,1.0,1,0,3,1,3,6,7,1,3.0,0.0,2.0,480.0,3.0,3.0,2,0,0,0,0,140,0,0.0,3.0,0,3,2009,COD,148000,9,9.0,30,9.0,6027,960.0,6828,3,6828,34140
